id,length,pack,state,size,condition,cat2,stacks,width,count,target
5865,2524,NA,ST-1F,32309,CO-7,CA-4,50899,16339.893,41252.78361,TA-2
5866,22621,46483.2757,ST-19,27904,CO-8,CA-C,31819,18056.267,67073.90497,TA-3
5867,32786,60068.9973,ST-12,46295,CO-9,CA-D,45503,7292.332,6113.53839,TA-4
5868,11045,31670.9136,ST-5,24119,CO-0,CA-F,50333,17027.54,69036.16273,TA-1
5869,7377,NA,ST-29,22645,CO-4,CA-3,31673,26553.917,36891.57558,TA-2
5870,28010,71023.9112,ST-24,41392,CO-A,CA-C,52686,14847.644,35126.9705,TA-4
5871,14103,33353.7691,ST-22,12671,CO-1,CA-B,32908,26764.013,25310.20065,TA-1
5872,3928,58827.3606,ST-21,18946,CO-8,CA-C,44589,11483.053,54020.32566,TA-1
5873,6124,49144.7449,ST-1E,27729,CO-1,CA-0,56576,1936.448,27849.27362,TA-2
5874,21118,67675.5358,ST-22,22860,CO-A,CA-9,43766,1077.271,86060.12966,TA-3
5875,4143,42858.4154,ST-21,24966,CO-7,CA-9,28775,22421.715,57870.61745,TA-1
5876,22588,41735.6731,ST-2,41276,CO-5,CA-9,37959,7032.235,82862.48483,TA-3
5877,19042,32309.0399,ST-25,3410,CO-2,CA-2,29104,21945.851,5839.43808,TA-1
5878,32835,56005.4385,ST-3,44361,CO-A,CA-11,39518,16459.938,11964.83666,TA-3
5879,23134,48677.2675,ST-21,14976,CO-0,CA-16,46537,24791.891,51867.11943,TA-1
5880,3005,54643.9682,ST-6,34911,CO-5,CA-F,11193,3876.444,85593.33355,TA-2
5881,10561,53327.444,ST-21,8547,CO-3,CA-10,29918,27278.324,68130.91118,TA-0
5882,20722,45630.237,ST-3,31190,CO-5,CA-C,33975,17174.993,42163.38838,TA-2
5883,10717,NA,ST-6,42870,CO-2,CA-19,39386,15489.389,17036.58394,TA-2
5884,15573,52750.5423,ST-1C,23767,CO-4,CA-18,35686,9128.165,36548.81397,TA-1
5885,11957,58480.597,ST-1C,38875,CO-4,CA-17,44079,4193.444,45331.62379,TA-3
5886,12083,32663.0713,ST-18,43524,CO-2,CA-6,55800,14475.24,67296.5574,TA-4
5887,23026,58528.3579,ST-2A,2574,CO-0,CA-12,50270,26238.118,8610.8548,TA-1
5888,34559,52820.124,ST-3,13933,CO-7,CA-5,25112,27269.088,24778.7926,TA-0
5889,24401,65489.2724,ST-26,25258,CO-7,CA-17,49511,5309.929,11716.87966,TA-3
5890,17199,59193.8201,ST-B,49534,CO-4,CA-0,37660,10926.718,33313.75931,TA-4
5891,11572,27564.252,ST-21,10991,CO-7,CA-B,22210,18759.817,50845.86949,TA-1
5892,15043,58599.0658,ST-1F,19365,CO-8,CA-E,48531,18349.896,22874.64835,TA-1
5893,6092,48473.6175,ST-5,13142,CO-7,CA-6,48677,6117.738,30826.9602,TA-0
5894,20601,43289.8674,ST-3,30758,CO-A,CA-14,28540,1091.678,60787.19163,TA-1
5895,21258,48722.4473,ST-E,10062,CO-1,CA-0,39705,10789.435,79598.32802,TA-1
5896,32728,58481.6394,ST-28,31834,CO-0,CA-13,19468,2555.651,16646.47666,TA-4
5897,31177,47481.8323,ST-2,17168,CO-7,CA-1,32851,23544.066,29802.20237,TA-1
5898,26136,46839.4407,ST-19,12037,CO-1,CA-17,44405,18969.036,58028.82129,TA-1
5899,19999,49632.399,ST-19,46339,CO-6,CA-2,33025,22461.791,2006.59642,TA-4
5900,17566,40229.9647,ST-A,23553,CO-2,CA-19,43606,20313.221,8689.47762,TA-1
5901,14819,40039.1324,ST-2B,11025,CO-B,CA-4,50459,3781.343,20795.96618,TA-1
5902,36324,37197.2451,ST-16,13929,CO-C,CA-A,48177,22968.882,63145.07625,TA-2
5903,13506,35903.6356,ST-18,44265,CO-4,CA-14,55520,1035.9,11393.82909,TA-3
5904,32973,60385.9361,ST-A,32735,CO-5,CA-14,42960,24566.436,23840.002,TA-2
5905,22732,50872.514,ST-7,17620,CO-D,CA-13,48983,9103.448,33299.17397,TA-0
5906,22899,61235.8213,ST-15,20102,CO-5,CA-16,48249,16447.01,54277.62042,TA-1
5907,6478,39083.5019,ST-0,43997,CO-2,CA-E,38702,20490.159,48220.09828,TA-3
5908,5748,41169.3556,ST-17,47970,CO-1,CA-4,34122,9493.54,63450.50188,TA-4
5909,34761,53003.6414,ST-29,31601,CO-C,CA-19,25954,9987.898,40540.60829,TA-4
5910,28117,61410.4624,ST-13,47022,CO-7,CA-13,57172,8122.113,65498.91535,TA-4
5911,37465,41044.2617,ST-6,12274,CO-6,CA-12,57421,13150.584,48332.34338,TA-0
5912,26592,51147.064,ST-22,28520,CO-0,CA-12,46463,3718.497,75733.85367,TA-3
5913,35645,NA,ST-1E,21499,CO-1,CA-4,36997,20930.894,61650.79418,TA-3
5914,17922,49126.3148,ST-1B,23524,CO-0,CA-E,35147,18860.154,23268.79546,TA-2
5915,26643,NA,ST-21,14692,CO-B,CA-E,31712,8355.736,50122.17363,TA-2
5916,2086,47449.7716,ST-3,3305,CO-2,CA-12,30106,8928.671,44497.86212,TA-0
5917,23892,41906.0385,ST-0,1469,CO-B,CA-3,35430,3859.245,59867.89666,TA-0
5918,693,45050.8816,ST-C,13433,CO-8,CA-10,36477,13924.443,59240.03716,TA-0
5919,34809,56451.2738,ST-10,35357,CO-2,CA-B,45769,13979.206,6098.18379,TA-3
5920,8859,49978.1211,ST-5,32938,CO-9,CA-3,43333,15561.833,85106.06436,TA-2
5921,29574,NA,ST-28,12272,CO-1,CA-E,35805,26918.284,26485.04613,TA-2
5922,24177,61391.3091,ST-1F,43656,CO-3,CA-0,63390,10434.414,18451.02727,TA-4
5923,11403,46919.9236,ST-2A,11077,CO-1,CA-4,48885,21506.179,75422.53168,TA-1
5924,23913,42464.7117,ST-3,18132,CO-4,CA-A,40741,24558.779,56954.71608,TA-1
5925,33309,45056.8917,ST-1C,3633,CO-4,CA-10,36376,24847.512,55231.05817,TA-1
5926,35174,57580.076,ST-2A,25497,CO-1,CA-11,37262,26827.583,20504.99214,TA-4
5927,33323,46769.7566,ST-17,7886,CO-1,CA-4,39551,13722.324,26771.76699,TA-1
5928,35524,43998.5768,ST-D,6115,CO-4,CA-10,45723,6619.856,52871.33405,TA-0
5929,29507,42260.3429,ST-15,8782,CO-0,CA-F,44056,3982.147,56714.22647,TA-1
5930,19326,NA,ST-D,30633,CO-8,CA-3,40892,17124.074,76690.0967,TA-2
5931,31602,32402.3742,ST-C,27319,CO-9,CA-16,39623,7365.652,65954.04011,TA-2
5932,12426,50250.69,ST-28,42094,CO-A,CA-17,53722,19181.093,38575.05836,TA-3
5933,11623,44901.1388,ST-28,31181,CO-C,CA-15,33039,11704.942,75710.16887,TA-2
5934,30844,34394.8582,ST-23,50631,CO-8,CA-7,47482,26374.035,31328.25923,TA-4
5935,13702,51445.2475,ST-24,18239,CO-4,CA-F,46664,23289.143,15112.05614,TA-1
5936,35239,19885.871,ST-27,11093,CO-9,CA-0,48587,20710.858,87107.69932,TA-3
5937,29006,61353.2977,ST-29,32810,CO-6,CA-0,30233,23831.521,61936.80133,TA-4
5938,28475,44696.8322,ST-4,3704,CO-6,CA-19,35690,8815.852,80479.6797,TA-0
5939,23798,50226.0008,ST-0,12331,CO-B,CA-17,45718,9395.409,9496.97022,TA-0
5940,25116,53931.4069,ST-2B,36984,CO-A,CA-16,43635,9469.508,3815.34835,TA-4
5941,10616,52688.3084,ST-E,5685,CO-1,CA-9,25837,20573.704,25601.70411,TA-0
5942,37721,40085.9536,ST-18,39457,CO-8,CA-E,35733,15864.742,64356.5766,TA-4
5943,6833,47090.0844,ST-20,36255,CO-9,CA-11,47262,23796.366,37500.52466,TA-2
5944,4795,41190.9372,ST-26,48662,CO-8,CA-15,50318,16842.428,1934.9936,TA-3
5945,2149,27763.8229,ST-10,19339,CO-4,CA-4,54749,18686.351,47013.13196,TA-1
5946,20365,39491.9714,ST-21,35430,CO-5,CA-7,46284,1927.121,13847.58544,TA-4
5947,5579,57340.7114,ST-F,42229,CO-B,CA-19,44134,2936.903,76645.04634,TA-2
5948,18609,50658.9261,ST-18,8055,CO-7,CA-1,47107,16765.952,64186.26716,TA-1
5949,21123,60828.0975,ST-7,16290,CO-C,CA-F,32643,21374.87,25903.84842,TA-0
5950,27496,46359.1807,ST-2A,22519,CO-D,CA-3,51025,8653.459,86362.09262,TA-4
5951,28914,36550.1717,ST-F,45711,CO-D,CA-15,52294,7669.177,9576.09489,TA-4
5952,29670,32616.3965,ST-12,13146,CO-1,CA-D,37864,3281.879,79631.81404,TA-1
5953,28912,34594.5356,ST-C,20166,CO-C,CA-3,28217,13914.433,61679.48159,TA-2
5954,27835,41817.0943,ST-5,3661,CO-A,CA-E,47102,10389.129,24277.25963,TA-0
5955,23127,21211.5879,ST-10,11735,CO-C,CA-E,37847,17872.695,3407.68592,TA-1
5956,31930,63745.8913,ST-1D,1467,CO-C,CA-B,40251,16146.71,67536.90062,TA-1
5957,13600,57869.8363,ST-1D,32314,CO-7,CA-3,32160,4223.607,52788.28369,TA-3
5958,33432,46366.6663,ST-13,30362,CO-A,CA-6,41930,8246.619,34852.4328,TA-3
5959,34447,33934.9477,ST-2A,8022,CO-9,CA-12,31449,13429.133,28445.47354,TA-2
5960,6952,46575.2476,ST-11,28518,CO-1,CA-3,44677,25381.445,41547.22786,TA-2
5961,14231,57283.2416,ST-15,21760,CO-6,CA-F,40486,19054.754,80258.43342,TA-1
5962,28472,22769.0879,ST-C,13934,CO-B,CA-11,37994,4038.234,30738.29737,TA-1
5963,4755,38433.0504,ST-C,25770,CO-7,CA-16,66899,26449.305,17760.04492,TA-1
5964,32795,48559.113,ST-2A,5434,CO-6,CA-C,39817,5651.104,26397.43514,TA-2
5965,31176,46701.1053,ST-2,1499,CO-0,CA-B,34308,6371.056,20766.31519,TA-0
5966,13808,23455.2411,ST-8,1143,CO-1,CA-13,48538,23824.737,81051.32081,TA-0
5967,15090,55913.841,ST-8,22909,CO-C,CA-4,43884,11509.107,89103.81704,TA-1
5968,34399,48252.5711,ST-15,10599,CO-4,CA-D,19020,5461.386,30419.45004,TA-1
5969,19693,52185.6453,ST-4,11142,CO-D,CA-4,39779,15955.954,69072.88791,TA-0
5970,26669,46276.2362,ST-2A,30561,CO-5,CA-16,29529,21852.436,6682.82145,TA-4
5971,33693,32555.6259,ST-11,43524,CO-0,CA-3,41914,13794.559,30136.68113,TA-4
5972,6859,54647.9909,ST-1F,27064,CO-3,CA-9,41632,21134.62,12774.18764,TA-2
5973,19853,72287.3385,ST-1A,13809,CO-3,CA-3,15054,4414.037,18799.13226,TA-1
5974,30947,NA,ST-14,6379,CO-3,CA-6,44485,9405.814,11512.9385,TA-1
5975,24166,NA,ST-C,31527,CO-A,CA-8,54097,16375.889,47849.40785,TA-2
5976,1200,41607.4295,ST-1F,6327,CO-9,CA-19,42668,3230.818,35311.58944,TA-0
5977,5240,NA,ST-1E,6489,CO-D,CA-4,40948,7939.511,23582.66614,TA-0
5978,35712,42970.2349,ST-4,31959,CO-C,CA-6,40001,27303.595,37481.80073,TA-2
5979,5414,36560.7216,ST-1F,48217,CO-9,CA-C,57270,23619.147,30741.05208,TA-4
5980,35567,43464.6472,ST-22,17974,CO-B,CA-10,32176,24047.176,58730.43153,TA-3
5981,27516,20734.1292,ST-1C,47836,CO-4,CA-8,28055,6403.347,80717.32843,TA-4
5982,5299,37113.3686,ST-21,51405,CO-0,CA-7,24366,20118.92,76558.66932,TA-4
5983,5497,52492.6541,ST-5,6947,CO-B,CA-18,24735,3980.375,3346.15499,TA-0
5984,5916,53866.672,ST-9,30858,CO-B,CA-B,52132,6221.759,1585.06738,TA-2
5985,16808,48749.0462,ST-C,19330,CO-2,CA-0,20854,24568.411,66673.85309,TA-1
5986,35642,23853.2128,ST-1C,42143,CO-5,CA-3,46124,16268.792,78677.95756,TA-4
5987,23863,37540.7588,ST-5,1949,CO-A,CA-13,27470,26136.767,59378.74938,TA-0
5988,33066,51087.1592,ST-2B,15692,CO-C,CA-18,36955,15508.316,49368.7892,TA-3
5989,3815,46371.4133,ST-27,33352,CO-2,CA-B,32507,20471.775,39141.74294,TA-2
5990,1888,20523.0167,ST-1B,3323,CO-C,CA-1,30315,24659.247,57144.66796,TA-0
5991,37126,53029.7913,ST-1A,45617,CO-1,CA-F,31324,8705.182,29531.72216,TA-4
5992,30245,63429.8117,ST-B,35692,CO-2,CA-D,45327,26864.851,2505.29118,TA-3
5993,21255,28888.7558,ST-A,16254,CO-7,CA-19,45298,14125.57,55651.16199,TA-0
5994,34440,35077.0111,ST-B,47404,CO-8,CA-11,52370,15267.187,86302.27125,TA-4
5995,4805,38714.8013,ST-1F,22535,CO-2,CA-A,53138,12596.88,32189.65423,TA-1
5996,7394,56271.2406,ST-27,27332,CO-6,CA-5,45904,13060.794,3894.21499,TA-2
5997,24929,66174.687,ST-1E,25189,CO-8,CA-0,46614,14035.042,50225.71716,TA-3
5998,33872,40263.2876,ST-22,44731,CO-6,CA-C,36123,17051.655,81803.67005,TA-4
5999,33760,54298.883,ST-20,22031,CO-3,CA-1,43136,6906.44,53959.44995,TA-4
6000,37299,50503.0221,ST-11,38426,CO-5,CA-18,38688,16828.848,3720.82308,TA-3
6001,18703,51825.3483,ST-23,34268,CO-0,CA-0,20605,1932.781,23984.14426,TA-4
6002,25928,44038.6827,ST-20,29712,CO-C,CA-7,42202,9825.625,46200.80097,TA-4
6003,6965,48400.039,ST-21,14566,CO-A,CA-8,37779,12070.871,5818.63317,TA-1
6004,9321,47462.213,ST-22,22486,CO-3,CA-16,36833,22413.327,84357.00206,TA-1
6005,35092,45949.2978,ST-1C,46973,CO-2,CA-13,41781,21727.039,51617.99068,TA-4
6006,8603,22418.0997,ST-8,19484,CO-0,CA-E,53328,25400.83,3784.79303,TA-1
6007,25380,54193.0456,ST-3,22800,CO-4,CA-18,30175,25313.411,58652.09211,TA-1
6008,8794,46822.8611,ST-2A,39738,CO-8,CA-9,61113,14374.172,4409.25203,TA-3
6009,38684,41271.3754,ST-24,16354,CO-D,CA-A,37612,27076.18,27884.94919,TA-3
6010,2596,38181.5466,ST-2B,14710,CO-7,CA-B,38711,26173.169,71117.53522,TA-0
6011,11585,NA,ST-1C,3101,CO-3,CA-15,42353,26477.349,23768.05723,TA-0
6012,20534,62919.6934,ST-2,37508,CO-C,CA-0,48691,21842.065,35094.00452,TA-3
6013,22311,38696.59,ST-25,20486,CO-6,CA-8,32206,21351.887,8873.8646,TA-3
6014,36993,35647.8185,ST-21,38398,CO-8,CA-14,44683,4526.554,86767.92012,TA-4
6015,18835,51422.8126,ST-2,1957,CO-1,CA-4,34300,9302.1,88257.14149,TA-0
6016,4538,52234.844,ST-6,15973,CO-2,CA-18,59752,17313.009,36167.61082,TA-0
6017,17737,47511.9011,ST-22,32217,CO-9,CA-5,40597,14713.784,1944.44853,TA-3
6018,21229,56689.0901,ST-B,43645,CO-2,CA-12,32026,8412.926,59680.2189,TA-3
6019,8409,53055.6518,ST-19,48542,CO-7,CA-0,30269,2150.873,29761.18035,TA-4
6020,8283,38342.5675,ST-2B,48161,CO-2,CA-E,27824,19747.669,13650.64758,TA-4
6021,24410,53462.9069,ST-8,28985,CO-B,CA-0,35272,16733.329,11017.92273,TA-2
6022,28918,45726.3432,ST-2B,14840,CO-6,CA-12,35119,21635.366,35072.62976,TA-3
6023,8563,53420.7471,ST-19,32621,CO-8,CA-D,39346,2263.471,72495.40879,TA-2
6024,31876,19968.373,ST-22,43844,CO-0,CA-E,28817,20951.324,52275.74463,TA-4
6025,27097,44302.4579,ST-26,42782,CO-A,CA-5,30397,13121.348,14189.50145,TA-4
6026,16974,NA,ST-12,34907,CO-0,CA-12,48584,4268.477,82506.1222,TA-2
6027,6552,29066.6463,ST-22,47728,CO-D,CA-8,39480,10088.305,41821.12315,TA-4
6028,27182,40392.6402,ST-13,14956,CO-1,CA-16,39294,20153.251,58588.23068,TA-1
6029,23512,NA,ST-2,32041,CO-7,CA-11,44515,21010.849,8242.60924,TA-2
6030,8761,57741.4229,ST-2A,41796,CO-A,CA-5,32002,1768.499,19953.76317,TA-4
6031,36668,51100.3354,ST-27,23048,CO-B,CA-3,34892,20676.735,22486.61499,TA-4
6032,9105,NA,ST-1D,15520,CO-D,CA-A,34132,14718.921,39090.87352,TA-1
6033,27061,42857.8356,ST-1A,23230,CO-2,CA-C,44480,9852.302,52856.94591,TA-2
6034,25015,58368.636,ST-29,43436,CO-9,CA-E,35862,22002.811,43727.66199,TA-4
6035,12869,54720.1291,ST-19,30581,CO-4,CA-13,32872,19393.935,83902.70154,TA-2
6036,2071,46035.9225,ST-15,9489,CO-8,CA-C,41167,21076.672,34424.50366,TA-0
6037,39037,NA,ST-D,19962,CO-7,CA-15,39128,5289.349,42973.83437,TA-1
6038,27447,34628.8645,ST-9,14441,CO-A,CA-15,25984,23248.385,38368.48052,TA-0
6039,36768,NA,ST-25,36088,CO-9,CA-1,33194,22300.774,34215.09147,TA-4
6040,12760,57201.0882,ST-1C,16313,CO-5,CA-9,45606,11882.888,83704.10066,TA-1
6041,26347,39143.1344,ST-8,4357,CO-7,CA-8,39146,20716.89,68486.92168,TA-0
6042,9514,57167.4513,ST-F,7244,CO-7,CA-0,45376,7801.494,17008.61266,TA-0
6043,22050,22122.8456,ST-5,5905,CO-B,CA-18,31934,22045.618,74818.26937,TA-0
6044,36332,49993.0254,ST-2B,20653,CO-3,CA-1,46209,8491.718,21884.20045,TA-4
6045,29389,58964.6363,ST-10,3253,CO-2,CA-11,17995,24227.27,72677.26787,TA-0
6046,14021,49110.9296,ST-9,16858,CO-C,CA-15,37708,15635.065,43260.42896,TA-0
6047,8438,42914.4032,ST-24,42040,CO-D,CA-E,42271,6721.607,36602.36264,TA-3
6048,7875,NA,ST-4,45057,CO-B,CA-3,41251,11345.425,78875.1739,TA-3
6049,30225,44622.5776,ST-1C,46311,CO-2,CA-4,40293,11961.138,14605.47142,TA-4
6050,24010,41531.7501,ST-7,16956,CO-6,CA-3,40845,3032.514,38534.05445,TA-1
6051,11194,32497.4158,ST-2B,49098,CO-2,CA-19,42409,25333.75,11903.14808,TA-4
6052,30737,53124.3449,ST-E,41217,CO-4,CA-19,24954,8313.232,27507.78398,TA-3
6053,20792,41430.8194,ST-1B,23687,CO-A,CA-19,40639,26083.333,22574.16111,TA-2
6054,33780,31676.132,ST-10,18362,CO-2,CA-B,28670,6501.508,74432.988,TA-2
6055,917,46287.8242,ST-0,31743,CO-2,CA-A,29947,14348.758,66835.95681,TA-2
6056,37582,NA,ST-27,27869,CO-C,CA-13,48952,5675.266,24740.40417,TA-4
6057,29372,45515.7217,ST-D,14791,CO-C,CA-E,40544,23370.114,68460.90995,TA-1
6058,25246,52253.6321,ST-1,33041,CO-2,CA-E,39004,1907.223,58435.78909,TA-2
6059,22670,31640.2048,ST-19,43496,CO-6,CA-E,24792,20976.169,57303.04207,TA-4
6060,14146,68592.8713,ST-29,13857,CO-4,CA-10,54277,21697.109,50470.04827,TA-1
6061,3631,61314.7386,ST-9,37172,CO-0,CA-E,28576,26828.339,57917.41249,TA-2
6062,11932,43471.1521,ST-B,23018,CO-3,CA-10,27327,8830.226,47120.25565,TA-1
6063,36428,31556.3767,ST-25,34068,CO-A,CA-10,42176,4355.901,37076.84443,TA-4
6064,9115,53362.5264,ST-24,34174,CO-0,CA-10,25647,3552.519,40141.53249,TA-2
6065,25279,NA,ST-12,50753,CO-0,CA-9,44134,7801.202,62065.24536,TA-4
6066,11457,15551.8931,ST-28,39889,CO-7,CA-12,55466,12484.664,21248.77064,TA-3
6067,17487,61933.3593,ST-B,11105,CO-0,CA-9,40149,8397.574,80235.12274,TA-0
6068,32559,73554.4184,ST-3,38260,CO-A,CA-0,52657,17916.689,35561.33633,TA-3
6069,7620,60648.9017,ST-24,19296,CO-2,CA-2,35805,26535.914,39736.12706,TA-1
6070,30326,46277.0573,ST-28,18321,CO-1,CA-9,26164,9126.043,3214.84868,TA-3
6071,11503,35948.6496,ST-C,24004,CO-A,CA-E,45325,22434.726,72698.02766,TA-1
6072,33450,36828.4957,ST-28,30523,CO-8,CA-14,43927,15017.266,3974.26238,TA-4
6073,33637,NA,ST-7,46696,CO-7,CA-A,28590,3536.191,32097.91251,TA-4
6074,27983,60796.7923,ST-4,21544,CO-6,CA-14,45428,1694.111,25415.38653,TA-1
6075,32058,29657.6672,ST-7,1486,CO-5,CA-5,50468,6786.522,2673.20752,TA-0
6076,36555,60888.8369,ST-28,45782,CO-C,CA-E,25713,15522.638,69315.082,TA-4
6077,33729,56359.9579,ST-D,29803,CO-A,CA-3,34334,12203.214,47965.51459,TA-3
6078,9989,33065.0027,ST-25,504,CO-5,CA-15,23055,8749.305,58035.62229,TA-0
6079,24517,41206.5837,ST-1E,20135,CO-1,CA-7,51168,19637.824,83993.1838,TA-2
6080,10619,41393.4558,ST-13,35797,CO-8,CA-14,42980,20183.755,17006.39483,TA-2
6081,12872,46848.921,ST-1,14881,CO-B,CA-3,34384,16480.622,22037.14711,TA-0
6082,5034,43477.4255,ST-26,49876,CO-2,CA-19,34275,27152.624,75326.03746,TA-3
6083,17381,NA,ST-A,23264,CO-0,CA-4,25406,27337.862,27865.85387,TA-1
6084,17936,53932.32,ST-18,31880,CO-A,CA-14,30095,13185.206,26928.48494,TA-2
6085,32831,32945.2963,ST-28,43281,CO-3,CA-17,39828,11179.406,36171.25456,TA-4
6086,14360,50448.1006,ST-11,29928,CO-4,CA-16,39940,25617.04,3949.7374,TA-2
6087,25887,58415.5982,ST-18,34440,CO-B,CA-A,37562,10309.337,71600.31049,TA-3
6088,27700,65929.1935,ST-14,4602,CO-9,CA-4,31589,18274.54,41406.68863,TA-1
6089,35902,43664.851,ST-1,39332,CO-B,CA-14,35011,18425.378,61249.47015,TA-2
6090,15428,46612.4611,ST-1F,22995,CO-8,CA-12,37807,16349.596,30022.42974,TA-2
6091,26040,51114.7014,ST-2B,484,CO-8,CA-19,27607,25618.135,64896.37575,TA-1
6092,27803,48089.5929,ST-A,10366,CO-9,CA-14,23195,5937.968,35178.60581,TA-0
6093,6611,37686.2044,ST-1F,4267,CO-B,CA-7,33238,7075.88,57144.70188,TA-0
6094,25477,40852.4489,ST-16,12133,CO-1,CA-0,29843,7973.279,85058.02435,TA-1
6095,14113,50998.6429,ST-10,46016,CO-B,CA-14,38064,5204.101,25063.15086,TA-3
6096,31120,53939.7068,ST-13,12642,CO-A,CA-11,56978,10527.713,9168.59186,TA-1
6097,28241,35328.1832,ST-1,7546,CO-B,CA-A,37298,8664.875,67387.13509,TA-0
6098,15937,46726.8798,ST-16,43496,CO-D,CA-5,39911,20235.024,79473.26714,TA-4
6099,2491,54094.0387,ST-25,34785,CO-4,CA-0,20063,9646.237,43798.27661,TA-3
6100,16602,34761.6874,ST-13,29657,CO-A,CA-0,23767,12713.203,16364.73998,TA-3
6101,12703,57261.8058,ST-15,22619,CO-2,CA-1,31383,25273.289,76679.50389,TA-2
6102,17624,38019.6094,ST-25,4083,CO-8,CA-8,63827,12237.544,33509.174,TA-1
6103,2663,56099.58,ST-0,13629,CO-0,CA-2,45401,11062.452,33845.72547,TA-0
6104,38722,55524.6154,ST-20,30174,CO-7,CA-19,21909,26064.495,75582.06312,TA-4
6105,33311,58063.3677,ST-9,48157,CO-7,CA-0,27311,23874.206,50171.27216,TA-4
6106,13034,61076.3732,ST-1D,31440,CO-0,CA-D,43846,9740.521,19432.41622,TA-2
6107,16828,31307.0761,ST-16,30045,CO-3,CA-2,59588,12662.644,68536.2083,TA-3
6108,18093,41808.0003,ST-24,36525,CO-5,CA-8,33352,12455.225,81441.46759,TA-4
6109,15267,25944.8205,ST-8,42652,CO-B,CA-3,31938,27328.354,85989.53338,TA-3
6110,37380,NA,ST-7,21852,CO-D,CA-F,51312,23863.623,14057.5593,TA-1
6111,25384,48967.6596,ST-19,1498,CO-D,CA-0,39862,25439.349,83047.4813,TA-1
6112,862,40802.2666,ST-9,20025,CO-5,CA-3,53587,5184.218,2022.95335,TA-1
6113,18236,51357.8916,ST-25,21038,CO-7,CA-15,40603,11529.41,60985.33936,TA-2
6114,32000,54634.3734,ST-13,35523,CO-C,CA-D,39418,9262.101,53015.22829,TA-3
6115,1104,43517.3171,ST-21,21942,CO-A,CA-15,33521,9463.366,87786.22362,TA-0
6116,20607,42569.2173,ST-3,50368,CO-0,CA-C,24570,22824.62,86189.69096,TA-3
6117,35485,52344.9713,ST-2,13851,CO-0,CA-11,26430,27108.201,16014.14528,TA-0
6118,33998,46257.8749,ST-1E,29509,CO-6,CA-C,42271,17609.552,40723.71928,TA-4
6119,30969,46220.4654,ST-24,31352,CO-3,CA-16,36056,13822.742,20652.68899,TA-4
6120,756,49217.0558,ST-22,20738,CO-1,CA-0,41018,17289.225,9691.96714,TA-1
6121,17223,27618.4439,ST-1F,35392,CO-A,CA-10,36529,12774.114,4405.09903,TA-3
6122,34507,NA,ST-14,18012,CO-A,CA-3,52346,5553.968,80236.62313,TA-2
6123,994,39090.9546,ST-1F,35892,CO-9,CA-B,39386,18689.867,76898.44101,TA-2
6124,27418,38397.7624,ST-14,27993,CO-2,CA-D,35364,3281.359,39721.63182,TA-2
6125,7584,57581.0051,ST-1E,4821,CO-8,CA-11,43785,21072.258,17406.75139,TA-0
6126,19310,55748.5302,ST-1B,49995,CO-8,CA-13,31295,22202.463,84469.55412,TA-4
6127,28485,28741.8497,ST-13,22665,CO-D,CA-C,39602,21458.637,5033.58485,TA-2
6128,20152,NA,ST-12,49528,CO-0,CA-0,49611,7491.082,46488.04542,TA-4
6129,34320,33248.2517,ST-F,3856,CO-5,CA-13,54632,15113.141,60007.19553,TA-0
6130,7127,57745.0937,ST-25,47383,CO-A,CA-B,42561,26411.89,10891.90461,TA-4
6131,2056,42393.051,ST-18,4434,CO-7,CA-7,35720,25254.824,51139.95541,TA-0
6132,26716,40526.8437,ST-E,42586,CO-8,CA-5,34578,4745.448,24416.47532,TA-4
6133,5153,45842.1756,ST-1,2384,CO-4,CA-15,24913,26905.201,14560.86868,TA-0
6134,35337,56655.7366,ST-14,15624,CO-7,CA-0,35870,2005.668,69333.80256,TA-2
6135,35076,44218.7427,ST-12,34487,CO-2,CA-E,42910,27235.631,68739.02301,TA-3
6136,29690,55997.9337,ST-C,44654,CO-5,CA-18,53283,14704.089,73693.04415,TA-3
6137,8959,NA,ST-F,2414,CO-5,CA-E,42609,1542.042,49588.45304,TA-0
6138,16079,43409.253,ST-1F,9312,CO-8,CA-F,40012,5446.279,85658.80445,TA-1
6139,26975,47848.15,ST-D,11627,CO-D,CA-B,42757,22099.411,82955.89553,TA-1
6140,17953,52909.7147,ST-C,32289,CO-1,CA-7,33882,6599.05,26800.81115,TA-2
6141,23785,15050.84,ST-8,49535,CO-B,CA-4,40968,1109.237,63927.06336,TA-4
6142,17473,55534.3052,ST-10,27080,CO-2,CA-19,33811,19097.158,87208.24922,TA-1
6143,11184,49972.1371,ST-2B,31375,CO-5,CA-17,40366,24699.573,88061.63909,TA-2
6144,15368,43421.3775,ST-A,33641,CO-A,CA-15,44846,23865.25,19153.69344,TA-2
6145,17948,56309.0937,ST-28,15348,CO-7,CA-C,39672,16936.257,54472.63364,TA-2
6146,21886,52503.9089,ST-1F,46441,CO-B,CA-16,40209,2991.873,60466.30953,TA-4
6147,4572,73759.1878,ST-1B,7204,CO-B,CA-17,50971,12466.539,9236.50669,TA-0
6148,5040,53399.5304,ST-11,22429,CO-1,CA-13,37480,24454.331,77290.04684,TA-1
6149,19631,33154.4135,ST-21,46977,CO-D,CA-15,45060,12442.216,2529.23874,TA-4
6150,13541,37088.0337,ST-A,4521,CO-3,CA-11,39324,2988.257,36615.15723,TA-0
