id,convention,height,max,cat2,number,usage,region,length,code,power,item,weight,country,target
5766,CO-15,NA,54696,CA-8,16555,US-9,RE-3,15581.5954,CO-0,55518.13,IT-2,35893,CO-1,118575.80119550513
5767,CO-D,4951.09,28747,CA-7,22375,US-A,RE-0,14776.437,CO-2,42236.63,IT-B,32201,CO-6,81781.30994604954
5768,CO-E,2009.22,58529,CA-8,10373,US-1A,RE-1,17402.3345,CO-C,30864.03,IT-B,52245,CO-25,41887.99740459067
5769,CO-17,744.33,33917,CA-24,12787,US-4,RE-18,12333.6223,CO-E,26768.37,IT-12,8276,CO-12,42604.3904361475
5770,CO-2D,6118.14,56837,CA-12,13929,US-C,RE-B,7220.7965,CO-10,40254.51,IT-B,43153,CO-23,97686.45684814847
5771,CO-6,1943.14,47411,CA-27,12369,US-15,RE-9,16288.8554,CO-B,79466.69,IT-1C,51631,CO-A,187448.25726087118
5772,CO-4,NA,38950,CA-12,24445,US-7,RE-4,9712.0917,CO-2,55347.66,IT-10,9754,CO-2,134054.78641426796
5773,CO-24,1940.48,55783,CA-1A,18611,US-1,RE-5,NA,CO-B,46769.71,IT-1C,13434,CO-F,102191.68781150832
5774,CO-2B,2494.8,42202,CA-3,18144,US-9,RE-D,11565.8092,CO-F,37579.67,IT-1,36851,CO-26,77408.30093183635
5775,CO-2B,6105.93,45797,CA-14,15903,US-F,RE-1A,13505.5238,CO-6,43142.4,IT-14,48815,CO-8,88647.63298648888
5776,CO-29,5799.81,36767,CA-24,27221,US-5,RE-A,13618.6124,CO-0,44320.66,IT-13,41409,CO-1D,91518.01101119307
5777,CO-9,4869.05,52200,CA-1,11153,US-13,RE-3,14514.5668,CO-4,67624.37,IT-14,31855,CO-B,156936.3345163064
5778,CO-2,4908.26,34574,CA-1E,24642,US-D,RE-19,13477.0243,CO-F,68307.74,IT-7,19931,CO-14,161469.0761883736
5779,CO-3,2659.43,49630,CA-3,20495,US-B,RE-B,14928.576,CO-1,39118.7,IT-14,27680,CO-1C,72027.96626993734
5780,CO-1E,4589.61,42877,CA-25,14665,US-E,RE-5,9582.7766,CO-2,40089.22,IT-19,45126,CO-27,90596.36610613427
5781,CO-12,2834.94,65223,CA-15,23993,US-16,RE-1,10556.9049,CO-0,34323.04,IT-13,40172,CO-10,70813.979619736
5782,CO-23,3365.55,51972,CA-1E,20472,US-20,RE-12,19821.4489,CO-E,24750.1,IT-16,22973,CO-B,15675.922806180877
5783,CO-2E,4728.1,52746,CA-B,17523,US-1C,RE-A,12882.783,CO-1,43778.39,IT-1B,21664,CO-16,91332.01443408843
5784,CO-20,NA,48987,CA-1A,21227,US-20,RE-1D,15383.1152,CO-6,58651.9,IT-1A,47629,CO-D,128799.86094159889
5785,CO-23,1074.69,36201,CA-D,14543,US-13,RE-B,14772.975,CO-D,46951.75,IT-8,6347,CO-1A,94599.319311511
5786,CO-0,1643.7,33091,CA-14,14766,US-D,RE-1B,6009.1293,CO-E,35456.01,IT-E,38580,CO-9,86957.06859928987
5787,CO-23,6025.95,38755,CA-15,16129,US-0,RE-16,8260.1585,CO-4,56307.33,IT-5,4310,CO-13,140968.2377102244
5788,CO-27,5326.03,54601,CA-22,14425,US-26,RE-1A,7735.9317,CO-4,57028.12,IT-4,6229,CO-8,144650.83846485388
5789,CO-12,6707.91,68755,CA-10,25295,US-28,RE-6,19987.2253,CO-4,61130.31,IT-19,36148,CO-19,122544.9251078042
5790,CO-8,NA,34798,CA-C,25428,US-7,RE-15,13460.633,CO-3,54407.06,IT-4,41534,CO-16,121535.51861643893
5791,CO-13,570.78,54482,CA-14,14187,US-24,RE-1,17991.6482,CO-5,46697.42,IT-1A,43041,CO-F,86215.24416324584
5792,CO-24,262.06,68428,CA-3,22386,US-E,RE-5,15775.6513,CO-C,43323.03,IT-B,7546,CO-9,81085.17281660807
5793,CO-E,4158.02,50768,CA-1,18213,US-D,RE-E,16612.1524,CO-D,50083.68,IT-12,54659,CO-D,100544.94450112559
5794,CO-A,NA,33863,CA-15,19943,US-D,RE-13,13552.4197,CO-E,40070.06,IT-1C,27790,CO-26,78754.76833642613
5795,CO-1E,620.2,59284,CA-25,21738,US-27,RE-D,9203.3279,CO-7,36703.44,IT-5,25398,CO-1,81252.34168263302
5796,CO-23,NA,41973,CA-8,13204,US-16,RE-3,6589.1345,CO-8,32822.52,IT-F,21696,CO-F,77304.65269916841
5797,CO-1,1295.2,67384,CA-D,25842,US-C,RE-3,12421.3453,CO-A,36097.97,IT-8,47804,CO-1C,70997.72232136621
5798,CO-14,3671.03,35126,CA-B,16833,US-24,RE-2,15450.338,CO-1,56285.02,IT-8,45500,CO-19,121587.49204431252
5799,CO-12,NA,41845,CA-20,19107,US-17,RE-2,17382.0181,CO-F,51785.75,IT-1A,6024,CO-23,101156.14560768842
5800,CO-1A,1112.48,53249,CA-1F,14624,US-A,RE-6,12344.5018,CO-A,52705.61,IT-0,27887,CO-12,119247.55279400363
5801,CO-E,3037.53,53501,CA-6,14630,US-12,RE-F,19279.8279,CO-4,69900.06,IT-13,38911,CO-15,150397.56795977152
5802,CO-16,NA,66419,CA-2,10059,US-F,RE-1,13349.5037,CO-C,52850.04,IT-1D,4003,CO-1,115961.5535428336
5803,CO-13,3066.07,27348,CA-8,15893,US-27,RE-1,13322.3346,CO-1,40905.54,IT-4,54205,CO-16,82791.46994996659
5804,CO-22,1283.5,44656,CA-11,26137,US-11,RE-6,12940.6323,CO-F,32065.22,IT-12,12902,CO-3,56525.55901979802
5805,CO-2E,5788.54,48747,CA-22,13754,US-15,RE-2,14748.5686,CO-1,38332.91,IT-1A,967,CO-E,69200.07724509304
5806,CO-0,994.4,53413,CA-0,21110,US-25,RE-9,12838.0043,CO-8,40749.28,IT-1B,14050,CO-13,82318.00961751254
5807,CO-2A,5076.29,36744,CA-13,17173,US-22,RE-0,13036.6035,CO-4,59297.89,IT-5,52036,CO-17,137431.24064210715
5808,CO-10,1495.56,56344,CA-6,22215,US-1D,RE-7,16267.6185,CO-D,41614.21,IT-3,36026,CO-12,75873.14679751337
5809,CO-1C,NA,66629,CA-0,23943,US-16,RE-1C,14341.9349,CO-10,32525.54,IT-F,10227,CO-2,53711.12286651092
5810,CO-2B,4382.68,39088,CA-16,13783,US-1E,RE-11,11821.0974,CO-6,43078.79,IT-5,19271,CO-10,92257.67613311856
5811,CO-13,872.21,28962,CA-4,19828,US-15,RE-13,12978.0327,CO-D,35269.09,IT-E,25962,CO-E,66255.97975199265
5812,CO-7,3622.63,39602,CA-C,18029,US-18,RE-13,9195.8082,CO-F,28933.03,IT-A,46787,CO-18,59020.4038405606
5813,CO-15,3489.45,52291,CA-24,20074,US-6,RE-1,11377.2806,CO-F,46288.35,IT-5,7256,CO-1C,102582.81787854865
5814,CO-3,5058.53,46925,CA-17,18688,US-C,RE-6,18673.8313,CO-A,55287.27,IT-C,45076,CO-25,109580.77677749167
5815,CO-5,5580.81,38683,CA-E,14686,US-15,RE-A,8211.8162,CO-C,32141.5,IT-1B,6530,CO-F,70316.34915327495
5816,CO-28,4382.13,56690,CA-26,11098,US-5,RE-1,15140.6641,CO-8,19744.8,IT-1C,37728,CO-B,15031.638762795372
5817,CO-E,4554.79,56378,CA-22,21953,US-7,RE-19,14829.5949,CO-1,53747.32,IT-8,52085,CO-8,116152.10819375349
5818,CO-9,1534.33,26098,CA-22,14446,US-E,RE-9,16901.7568,CO-C,40671.04,IT-1A,40437,CO-19,71506.83040552847
5819,CO-2E,1663.98,40596,CA-8,15603,US-17,RE-C,16411.9151,CO-3,30723.66,IT-19,50081,CO-19,44148.696193693715
5820,CO-2E,4931.56,42735,CA-12,7972,US-1C,RE-3,14043.668,CO-8,62454.06,IT-A,38798,CO-6,143378.31706522117
5821,CO-C,619.95,41852,CA-22,11155,US-29,RE-17,12633.9058,CO-D,39300.3,IT-15,54626,CO-1A,80014.52052238125
5822,CO-23,1833.67,43991,CA-F,22685,US-13,RE-2,14196.969,CO-B,43665.39,IT-13,32511,CO-11,87627.67362895975
5823,CO-24,3872.47,45658,CA-26,22014,US-17,RE-C,11731.7724,CO-D,51862.98,IT-2,6423,CO-F,117866.69181555377
5824,CO-2E,2565.09,63726,CA-22,15689,US-28,RE-C,10697.2213,CO-4,51211.49,IT-A,46260,CO-24,120097.06295211142
5825,CO-2B,2168.71,45812,CA-0,13630,US-2,RE-16,12785.9407,CO-5,44811.4,IT-1A,9933,CO-E,94239.8330227978
5826,CO-16,3975.25,41722,CA-1E,25784,US-1C,RE-15,10906.8687,CO-A,38788.98,IT-8,7504,CO-19,81976.27463834047
5827,CO-26,2108.07,50640,CA-1B,20158,US-13,RE-C,13448.6323,CO-E,66849.08,IT-C,12686,CO-14,157014.77332220742
5828,CO-2E,267.79,42557,CA-1F,11061,US-9,RE-C,11870.9121,CO-F,25802.31,IT-16,10973,CO-5,41200.27009522677
5829,CO-19,5213.57,41727,CA-1E,12893,US-1C,RE-18,12249.0378,CO-8,34786.16,IT-14,29479,CO-3,67046.50635564183
5830,CO-2A,NA,44544,CA-1C,16736,US-26,RE-0,10033.3594,CO-10,40906.3,IT-1D,38164,CO-20,91538.70006149207
5831,CO-1E,3442.8,44822,CA-18,15765,US-25,RE-19,14744.6654,CO-2,44670.65,IT-1D,46053,CO-F,89545.65515109716
5832,CO-1C,4338.29,45295,CA-1C,17516,US-8,RE-1,14584.2175,CO-F,56793.49,IT-1A,40131,CO-16,125306.446602838
5833,CO-26,NA,41531,CA-27,17372,US-2A,RE-5,14430.4717,CO-2,24959.27,IT-12,8026,CO-3,31196.541328115218
5834,CO-1,4387.43,36611,CA-D,20876,US-2B,RE-1D,19434.8918,CO-6,46770.31,IT-6,53582,CO-A,82909.83115585161
5835,CO-1D,208.74,34657,CA-21,17880,US-28,RE-15,11243.2367,CO-C,42611.99,IT-11,8452,CO-23,92223.20242759078
5836,CO-13,NA,49263,CA-5,20466,US-1,RE-5,11316.3357,CO-1,49265.37,IT-18,16290,CO-1E,111757.36622489896
5837,CO-1,2015.76,48035,CA-F,19771,US-B,RE-17,20198.6734,CO-B,30485.66,IT-11,52131,CO-6,32961.51897433392
5838,CO-10,4009.9,43816,CA-12,20259,US-B,RE-12,NA,CO-E,58333.75,IT-10,32170,CO-12,115602.99758827173
5839,CO-1,2841.51,50152,CA-14,18763,US-1F,RE-1C,17115.7417,CO-7,11103.12,IT-0,31992,CO-11,-16154.71992942917
5840,CO-17,4387.9,64310,CA-7,16470,US-5,RE-A,12525.0175,CO-7,47607.51,IT-1E,51035,CO-12,104557.20116072019
5841,CO-2,3780.44,54333,CA-D,27037,US-19,RE-17,12297.8586,CO-F,33020.31,IT-B,4379,CO-19,60913.93448214248
5842,CO-5,886.82,44667,CA-15,20695,US-19,RE-8,NA,CO-7,40101.9,IT-F,20860,CO-A,78947.591086723
5843,CO-B,3508.06,63513,CA-15,16248,US-28,RE-3,15306.0585,CO-F,38792.34,IT-3,16845,CO-1E,69554.8350826251
5844,CO-1E,6009.16,49385,CA-18,22910,US-A,RE-18,14039.6533,CO-2,38617.24,IT-6,23069,CO-17,72930.12146609636
5845,CO-21,4834.27,44870,CA-E,25385,US-13,RE-10,16553.1964,CO-1,43690.5,IT-D,7176,CO-1E,79891.12148798062
5846,CO-1A,NA,66022,CA-10,19638,US-9,RE-1C,10763.967,CO-C,68108.29,IT-8,37982,CO-D,169206.04160136418
5847,CO-17,1440.53,52007,CA-16,21632,US-20,RE-5,10175.7981,CO-10,40859.37,IT-C,1860,CO-1C,90019.29620917977
5848,CO-2A,5629.49,55030,CA-A,16894,US-1E,RE-19,22997.8393,CO-2,23360.18,IT-16,43354,CO-B,3723.1527284162935
5849,CO-1,4307.79,64359,CA-12,21410,US-2B,RE-16,14054.3948,CO-9,45481.81,IT-3,13527,CO-8,92655.54734065273
5850,CO-B,1539.76,50723,CA-14,19059,US-1A,RE-4,11556.2384,CO-4,28379.02,IT-B,22000,CO-5,50009.12972443276
5851,CO-1C,2838.44,32642,CA-2,22479,US-17,RE-0,5531.5292,CO-1,42804.7,IT-1E,20164,CO-24,109583.18947431506
5852,CO-E,5714.93,56128,CA-14,18710,US-2B,RE-17,8253.0054,CO-2,37879.76,IT-A,35308,CO-1E,87645.52071913812
5853,CO-2A,3338.03,58382,CA-12,17981,US-C,RE-4,11689.3667,CO-8,36903.15,IT-6,3081,CO-0,74032.5488557313
5854,CO-9,NA,60472,CA-24,21269,US-5,RE-19,11802.3839,CO-6,33561.68,IT-17,39089,CO-1,65031.88884226597
5855,CO-D,1536.25,41375,CA-1,24589,US-4,RE-7,14197.8892,CO-5,67711.92,IT-16,9750,CO-23,157261.740488653
5856,CO-2,NA,47781,CA-1E,20120,US-16,RE-19,14905.8996,CO-F,43078.68,IT-16,19225,CO-A,83369.23503999285
5857,CO-F,5956.35,67363,CA-2,13429,US-19,RE-2,8782.7973,CO-8,46204.46,IT-1B,14547,CO-21,110063.59215297663
5858,CO-1E,4925.64,33476,CA-1C,24109,US-22,RE-3,10543.0833,CO-4,25251.74,IT-1D,21994,CO-D,43756.08489046598
5859,CO-A,2837.49,59121,CA-1F,13097,US-5,RE-16,14845.7463,CO-9,48670.67,IT-4,24294,CO-3,100133.21565428335
5860,CO-12,358.84,49304,CA-12,8260,US-F,RE-8,13063.9328,CO-6,40127.17,IT-11,49773,CO-20,81070.73400752828
5861,CO-19,NA,41014,CA-1F,11052,US-4,RE-19,16474.5331,CO-4,50613.3,IT-1A,34951,CO-1A,101623.33206784008
5862,CO-2C,6155.66,28978,CA-B,13837,US-27,RE-13,12729.0918,CO-3,39798.64,IT-E,52220,CO-17,81136.03520349818
5863,CO-1A,1699.49,47605,CA-7,13218,US-C,RE-D,13788.0554,CO-3,41023.59,IT-2,46589,CO-1,81559.7100581602
5864,CO-17,5784.15,81406,CA-C,19142,US-5,RE-5,17973.3816,CO-0,50029.58,IT-1A,53823,CO-19,96553.89034890589
5865,CO-29,4705.46,35930,CA-24,12652,US-19,RE-2,16930.3221,CO-7,52929.69,IT-1E,9353,CO-B,105974.32866757379
5866,CO-12,6096.33,60451,CA-13,17395,US-20,RE-D,10406.4053,CO-4,52175.79,IT-A,44369,CO-9,123691.41151872731
5867,CO-26,4963.38,49793,CA-8,17934,US-B,RE-0,13085.4566,CO-6,49603.36,IT-1D,52513,CO-21,108892.11570908762
5868,CO-7,739.29,43310,CA-B,15929,US-2A,RE-9,14845.1187,CO-2,48158.55,IT-B,35424,CO-1F,99066.39422534165
5869,CO-1C,1333.53,47250,CA-14,20819,US-13,RE-1C,8100.0465,CO-0,27133.75,IT-18,23340,CO-25,56317.64510201019
5870,CO-15,2035.0,67139,CA-23,13567,US-21,RE-B,12686.5394,CO-7,12422.66,IT-13,3561,CO-24,-631.2994354520793
5871,CO-18,704.31,50531,CA-8,20571,US-15,RE-3,9191.3696,CO-4,65351.71,IT-1,23423,CO-1,165220.06412977184
5872,CO-2D,638.33,56661,CA-14,21275,US-22,RE-0,13945.6007,CO-8,32716.87,IT-1,41562,CO-1D,56578.29607478889
5873,CO-2E,NA,63034,CA-14,15001,US-3,RE-1C,11342.6292,CO-2,52739.75,IT-1A,52216,CO-B,122944.98140024123
5874,CO-28,6281.93,44368,CA-1D,29343,US-F,RE-5,10838.5712,CO-8,21281.98,IT-B,43758,CO-1E,31894.041943694156
5875,CO-7,NA,46384,CA-24,23853,US-25,RE-10,8503.0318,CO-A,41184.93,IT-F,32858,CO-20,96568.47645874562
5876,CO-F,NA,46231,CA-7,16523,US-20,RE-1A,4370.0708,CO-1,39974.02,IT-16,10809,CO-B,104517.28324191581
5877,CO-24,4678.8,32661,CA-1B,19746,US-29,RE-7,15970.7076,CO-1,40773.94,IT-B,25710,CO-2,73820.04570335954
5878,CO-27,696.98,45896,CA-14,17972,US-B,RE-12,16463.3756,CO-9,37175.05,IT-0,5378,CO-14,60968.944508288616
5879,CO-3,4442.33,35571,CA-19,13477,US-1A,RE-1A,9061.754,CO-D,49745.64,IT-5,9683,CO-7,119520.00434957609
5880,CO-2C,6706.63,42011,CA-19,16019,US-1,RE-15,9485.2314,CO-C,64239.14,IT-5,35464,CO-23,161423.97273010894
5881,CO-2C,3863.08,61963,CA-4,15251,US-D,RE-19,9607.8125,CO-2,45492.0,IT-7,26533,CO-1,105891.32471401744
5882,CO-C,5162.03,51889,CA-13,17556,US-D,RE-C,6596.4001,CO-4,34396.62,IT-17,25603,CO-2,81967.03879359963
5883,CO-7,2546.19,39789,CA-19,11415,US-8,RE-19,15359.0274,CO-C,47391.58,IT-12,27884,CO-14,95057.31866151495
5884,CO-5,6781.26,57832,CA-4,15952,US-1D,RE-1B,13743.2753,CO-D,39224.12,IT-1E,23812,CO-C,75587.26000185542
5885,CO-2D,1921.49,47763,CA-22,17752,US-18,RE-1A,15487.564,CO-C,45397.45,IT-E,47444,CO-20,89644.06845258205
5886,CO-19,3936.95,39240,CA-8,13990,US-2A,RE-15,14480.7457,CO-3,24172.47,IT-16,15487,CO-A,29028.368018156456
5887,CO-24,4326.86,45771,CA-20,12293,US-2B,RE-D,16429.0743,CO-A,45948.86,IT-2,38802,CO-10,88245.76327373968
5888,CO-2F,2010.94,62031,CA-3,24792,US-9,RE-D,15371.6089,CO-C,39661.6,IT-13,18761,CO-1B,71989.95861826807
5889,CO-2,6817.91,50543,CA-D,23411,US-3,RE-15,17772.3935,CO-1,41474.41,IT-C,11960,CO-21,70069.59606774789
5890,CO-24,6590.86,66125,CA-1D,16739,US-E,RE-E,15119.0746,CO-1,43418.44,IT-6,14748,CO-E,83573.9419126373
5891,CO-1D,6198.16,60176,CA-23,21916,US-17,RE-1C,12724.9536,CO-2,40670.03,IT-8,47720,CO-3,83550.71841475733
5892,CO-0,1769.18,44722,CA-13,25295,US-20,RE-1,13585.8298,CO-9,34082.25,IT-1,28511,CO-3,61130.433123434435
5893,CO-29,2956.78,48171,CA-23,17943,US-25,RE-11,14722.6026,CO-5,52191.69,IT-8,36789,CO-14,111294.30612509549
5894,CO-1C,6243.86,42286,CA-1,17942,US-24,RE-11,5250.4997,CO-F,43256.97,IT-6,35716,CO-26,111936.01635075272
5895,CO-13,791.48,27912,CA-0,31244,US-26,RE-1D,16489.7454,CO-5,47784.34,IT-5,33417,CO-12,93214.97932335192
5896,CO-24,5491.59,40390,CA-1D,18996,US-1,RE-11,12502.261,CO-0,65349.35,IT-6,22749,CO-21,155696.27025241786
5897,CO-2F,NA,33470,CA-0,17463,US-20,RE-2,14945.5821,CO-F,23175.06,IT-B,15499,CO-1,24759.676833394893
5898,CO-22,NA,48322,CA-16,18091,US-18,RE-11,19988.5943,CO-B,36871.2,IT-C,13507,CO-24,50229.601749030495
5899,CO-8,1573.94,50024,CA-3,24332,US-8,RE-15,8778.8519,CO-3,21507.75,IT-15,47401,CO-A,38436.01800624819
5900,CO-21,NA,62165,CA-27,22262,US-28,RE-C,12644.9755,CO-6,51133.85,IT-0,43854,CO-A,114317.01053644156
5901,CO-16,2917.22,63645,CA-4,14684,US-24,RE-8,1134.9154,CO-C,34328.91,IT-11,19988,CO-15,97390.53093995096
5902,CO-E,6532.46,55966,CA-1,16417,US-E,RE-1B,11096.3678,CO-3,28390.93,IT-7,43240,CO-0,51992.61742975266
5903,CO-1,NA,28238,CA-23,19874,US-A,RE-E,8581.4782,CO-3,34516.94,IT-19,22133,CO-24,76555.122734251
5904,CO-2F,5628.84,51975,CA-2,20274,US-6,RE-10,9892.2652,CO-B,43711.3,IT-0,8945,CO-15,99398.68345475088
5905,CO-19,2879.83,38529,CA-6,17053,US-28,RE-18,5620.0162,CO-9,22285.0,IT-10,42620,CO-21,49509.54897955388
5906,CO-12,155.16,31588,CA-1D,12185,US-10,RE-11,14042.9919,CO-C,16702.19,IT-6,54519,CO-21,9833.849105390882
5907,CO-17,6579.0,37462,CA-14,17874,US-26,RE-4,13810.4439,CO-5,37833.74,IT-A,32229,CO-10,71625.87346453477
5908,CO-2D,NA,52238,CA-18,22588,US-11,RE-1D,11786.9321,CO-7,24858.91,IT-F,33698,CO-1A,39396.05791413267
5909,CO-22,655.89,63088,CA-1F,14829,US-23,RE-14,12345.4946,CO-A,71170.2,IT-1E,3201,CO-1C,172565.77210719063
5910,CO-18,NA,46089,CA-13,19275,US-A,RE-D,6491.4997,CO-E,57198.58,IT-7,30361,CO-8,149191.6410245702
5911,CO-1F,NA,56781,CA-21,21245,US-1E,RE-1,15405.4005,CO-7,47137.01,IT-17,22808,CO-0,93974.82399406897
5912,CO-D,1173.74,53659,CA-4,11384,US-12,RE-1B,17758.0249,CO-D,32956.63,IT-1B,17275,CO-8,45385.954430822785
5913,CO-9,4388.85,61062,CA-25,15014,US-11,RE-6,13140.3266,CO-3,51931.7,IT-8,38125,CO-0,115064.26541091614
5914,CO-26,4484.34,37487,CA-26,12905,US-D,RE-1,12472.5409,CO-F,67590.75,IT-8,51919,CO-1E,163313.09439436704
5915,CO-11,3865.04,35118,CA-1,16032,US-D,RE-1,15230.7762,CO-10,31140.39,IT-1A,16801,CO-10,47339.3560521694
5916,CO-A,3051.54,47430,CA-1C,23953,US-9,RE-15,9883.2659,CO-F,30118.41,IT-19,41134,CO-9,60416.87339947708
5917,CO-D,4321.97,53868,CA-7,21109,US-1A,RE-3,7393.1592,CO-6,37330.59,IT-1B,50096,CO-10,88764.12368708196
5918,CO-2A,2016.4,46692,CA-17,16743,US-2,RE-6,13792.879,CO-D,34241.81,IT-9,35141,CO-20,61248.89562308148
5919,CO-1E,5281.8,43693,CA-3,17049,US-20,RE-1D,17522.6412,CO-9,55853.69,IT-F,14593,CO-1E,113067.19413797023
5920,CO-1,6687.86,45247,CA-14,16848,US-1C,RE-E,13596.6636,CO-5,50649.77,IT-9,42972,CO-12,110190.03332334445
5921,CO-11,NA,55343,CA-17,26855,US-10,RE-5,16889.9821,CO-6,29568.37,IT-1D,38303,CO-18,38894.967836259704
5922,CO-24,3289.52,41162,CA-17,20025,US-13,RE-1A,16658.102,CO-A,42559.23,IT-7,1407,CO-23,76014.18455153388
5923,CO-14,5406.86,58878,CA-1D,22880,US-23,RE-1C,19135.7594,CO-7,38860.39,IT-13,21591,CO-16,58939.5438295988
5924,CO-15,3077.95,26859,CA-20,12452,US-1F,RE-14,10267.2869,CO-7,30751.25,IT-10,1533,CO-10,60113.47420325239
5925,CO-F,158.32,27542,CA-24,17245,US-1D,RE-15,12192.109,CO-10,39205.8,IT-1,10718,CO-21,79549.92206688419
5926,CO-13,NA,33360,CA-B,18312,US-1B,RE-7,13642.1035,CO-3,35254.64,IT-12,47864,CO-19,65096.935826565474
5927,CO-C,5560.01,49306,CA-13,16827,US-1D,RE-15,14215.8019,CO-0,35646.03,IT-19,15087,CO-12,63414.40638593394
5928,CO-B,379.15,42275,CA-4,26825,US-2,RE-2,6858.3321,CO-D,25512.53,IT-E,38568,CO-0,55400.791793364326
5929,CO-2C,2030.29,44292,CA-1B,22775,US-1A,RE-12,13523.4535,CO-D,37485.78,IT-5,45967,CO-B,71910.17645606319
5930,CO-1D,4256.76,42572,CA-4,19575,US-26,RE-4,10150.143,CO-C,29756.53,IT-C,15003,CO-A,57902.73744850476
5931,CO-7,5050.39,44259,CA-23,12205,US-1,RE-12,14559.2263,CO-D,43281.73,IT-11,42476,CO-1A,85858.65072071172
5932,CO-10,2838.66,49822,CA-1C,18505,US-B,RE-5,12733.1063,CO-1,44262.59,IT-16,37055,CO-1A,93698.02944413215
5933,CO-26,4587.88,43890,CA-0,21211,US-17,RE-1,7865.7017,CO-9,40735.69,IT-1,22437,CO-9,96848.54694444359
5934,CO-21,3342.36,64970,CA-10,11427,US-27,RE-8,13631.2366,CO-9,46155.28,IT-E,32859,CO-0,96550.81687720514
5935,CO-13,2537.22,61218,CA-B,22212,US-29,RE-13,10455.5396,CO-10,62447.96,IT-E,50909,CO-19,153843.61124544672
5936,CO-2C,NA,50969,CA-8,30351,US-2,RE-1A,15151.6092,CO-1,43578.13,IT-B,41288,CO-10,85010.11432633166
5937,CO-F,4027.18,51566,CA-27,16556,US-14,RE-17,14700.8826,CO-A,26892.55,IT-12,3169,CO-1B,35887.32870830063
5938,CO-16,5699.34,58211,CA-25,15016,US-2,RE-F,12739.6542,CO-B,30496.37,IT-1A,7767,CO-C,52340.43474423934
5939,CO-4,NA,31910,CA-11,12806,US-1B,RE-8,13050.9283,CO-7,34372.95,IT-5,6912,CO-4,62768.10183807785
5940,CO-F,4920.51,66266,CA-20,22983,US-24,RE-19,9588.2136,CO-9,36084.98,IT-1A,28960,CO-15,78433.39110286931
5941,CO-7,2146.66,51872,CA-D,16068,US-12,RE-E,7245.8835,CO-5,39423.86,IT-17,7885,CO-12,94502.24543134327
5942,CO-16,1587.32,55179,CA-20,20146,US-1C,RE-13,13557.5766,CO-7,48608.52,IT-0,45796,CO-18,104413.2184493204
5943,CO-7,5702.06,38436,CA-9,11999,US-2,RE-18,8077.1038,CO-A,48208.76,IT-7,38593,CO-26,118493.85156284497
5944,CO-C,3735.34,54416,CA-2,20250,US-2A,RE-18,11473.3424,CO-7,54454.59,IT-1C,48414,CO-10,127490.22597591624
5945,CO-D,3114.28,55066,CA-5,24519,US-17,RE-B,12012.1881,CO-F,37039.07,IT-1E,11872,CO-1A,73766.16052602923
5946,CO-23,NA,50746,CA-1,20955,US-3,RE-18,13460.7289,CO-0,46904.48,IT-3,32586,CO-13,99213.0698837765
5947,CO-10,4599.78,64912,CA-3,22487,US-4,RE-7,14508.7925,CO-8,54890.58,IT-1D,14533,CO-25,118959.88736399323
5948,CO-4,6364.78,37067,CA-8,15752,US-1E,RE-0,11409.4273,CO-9,57450.76,IT-A,44793,CO-D,136344.95721955193
5949,CO-10,5596.86,53627,CA-3,15864,US-1B,RE-16,15026.8226,CO-E,43935.16,IT-3,18006,CO-12,85484.41632048576
5950,CO-29,298.61,34680,CA-9,17825,US-23,RE-1,10762.4862,CO-3,61180.99,IT-E,45166,CO-27,149101.27500856307
5951,CO-3,6175.39,49693,CA-17,18903,US-1C,RE-18,16210.8976,CO-4,55731.46,IT-16,11941,CO-F,116390.45613003419
5952,CO-1D,NA,51064,CA-23,22550,US-18,RE-A,10162.8312,CO-B,32648.68,IT-3,53962,CO-1E,67386.09508159453
5953,CO-20,4699.79,47443,CA-27,16128,US-10,RE-4,13665.3568,CO-B,26221.63,IT-8,12140,CO-10,37271.937603495455
5954,CO-22,NA,56644,CA-22,18189,US-1E,RE-17,20213.0707,CO-F,48963.31,IT-8,2628,CO-1C,84443.84547910363
5955,CO-19,5010.18,50573,CA-9,15008,US-10,RE-5,15463.2532,CO-5,33685.21,IT-8,37915,CO-26,54991.85337673761
5956,CO-17,NA,39593,CA-3,22121,US-27,RE-10,12058.3263,CO-0,24808.19,IT-13,39880,CO-25,38671.248622428655
5957,CO-10,6461.28,68611,CA-1,15656,US-20,RE-10,15144.5687,CO-B,15176.75,IT-6,47400,CO-11,2017.8435741234873
5958,CO-10,NA,28920,CA-E,22092,US-20,RE-10,20300.5296,CO-0,48777.21,IT-18,23518,CO-14,84766.03698761135
5959,CO-25,NA,42041,CA-10,17510,US-4,RE-18,19189.6561,CO-1,54768.15,IT-F,9494,CO-4,104803.0419249626
5960,CO-29,2131.01,57024,CA-16,12217,US-9,RE-0,16099.0778,CO-8,39307.55,IT-11,7071,CO-4,68358.39857704402
5961,CO-10,6555.73,42997,CA-10,19774,US-5,RE-E,8800.1451,CO-F,53754.88,IT-1A,49861,CO-6,132968.7133399353
5962,CO-6,5453.8,58022,CA-8,15683,US-B,RE-E,17442.5421,CO-A,31772.74,IT-D,29166,CO-12,43378.618131881914
5963,CO-1B,5839.12,59725,CA-13,8650,US-9,RE-5,19640.4923,CO-9,38560.33,IT-12,48237,CO-1C,57992.47946976747
