id,height,width,depth,shape,quality,cost
6115,32,46,3,ellipsoid,23,16.42
6116,92,25,84,ellipsoid,31,643.9
6117,13,95,36,cylinder,60,171.8
6118,56,87,37,ellipsoid,10,783.63
6119,47,23,79,cylinder,1,816.73
6120,2,24,38,box,12,19.74
6121,16,58,98,ellipsoid,62,166.92
6122,58,52,2,ellipsoid,41,17.19
6123,8,84,51,box,90,42.15
6124,67,91,58,box,6,4088.62
6125,2,29,96,ellipsoid,98,0.53
6126,42,15,79,cylinder,96,19.23
6127,57,87,70,ellipsoid,99,16.76
6128,77,22,77,cylinder,33,844.25
6129,73,23,1,cylinder,49,8.27
6130,78,9,2,cylinder,18,11.12
6131,76,34,62,cylinder,26,1145.27
6132,38,73,21,cylinder,62,213.84
6133,51,74,34,ellipsoid,20,495.83
6134,71,33,93,cylinder,18,1726.09
6135,99,8,38,box,4,355.37
6136,67,78,10,box,22,501.38
6137,84,4,77,cylinder,50,124.96
6138,53,39,4,cylinder,93,5.59
6139,10,3,93,ellipsoid,7,12.53
6140,65,80,9,box,95,28.78
6141,90,70,2,cylinder,8,111.98
6142,13,26,5,ellipsoid,51,3.99
6143,94,87,37,cylinder,2,2864.63
6144,69,92,19,box,27,1082.97
6145,94,73,6,ellipsoid,76,47.72
6146,85,92,18,cylinder,65,475.92
6147,15,41,10,cylinder,9,54.06
6148,27,96,30,box,45,526.04
6149,18,58,2,box,70,7.7
6150,26,66,73,cylinder,74,314.63
6151,1,56,68,box,13,40.74
6152,61,27,27,ellipsoid,44,120.28
6153,99,21,16,cylinder,47,170.31
6154,11,35,54,box,94,15.34
6155,45,24,21,ellipsoid,98,2.19
6156,97,75,29,ellipsoid,95,50.95
6157,29,72,33,box,31,584.78
6158,41,70,26,ellipsoid,57,154.98
6159,8,68,5,cylinder,53,12.34
6160,89,15,67,box,12,968.15
6161,32,64,34,ellipsoid,55,151.35
6162,34,14,74,box,100,0
6163,84,40,81,ellipsoid,8,1209.41
6164,58,8,50,box,10,256.82
6165,41,53,15,ellipsoid,43,89.74
6166,37,55,94,box,19,1905.82
6167,22,45,49,cylinder,32,318.66
6168,62,4,76,box,13,201.69
6169,93,66,86,ellipsoid,51,1249.35
6170,44,61,37,ellipsoid,25,359.75
6171,62,43,66,ellipsoid,30,594.93
6172,13,50,42,box,66,114.16
6173,19,80,4,ellipsoid,93,2.05
6174,21,29,35,cylinder,24,156.49
6175,76,61,22,box,59,514.34
6176,2,10,17,cylinder,63,1.21
6177,32,41,88,ellipsoid,23,429.41
6178,72,42,69,box,22,2001.84
6179,98,39,52,cylinder,28,1382.36
6180,42,91,7,cylinder,13,224.85
6181,84,10,23,cylinder,51,91.45
6182,52,97,30,cylinder,75,365.45
6183,87,33,41,cylinder,100,0
6184,72,74,40,ellipsoid,69,319.11
6185,28,7,79,cylinder,74,38.89
6186,79,81,75,box,43,3364.75
6187,21,11,66,ellipsoid,89,8.1
6188,26,75,29,ellipsoid,76,65.55
6189,56,98,23,box,53,729.7
6190,62,99,72,ellipsoid,18,1750.4
6191,89,47,31,box,13,1387.63
6192,5,17,43,box,88,5.39
6193,85,46,91,ellipsoid,24,1306.16
6194,21,27,65,ellipsoid,25,133.51
6195,61,70,61,box,63,1185.39
6196,54,42,75,box,66,711.35
6197,83,29,55,box,66,553.63
6198,56,45,16,ellipsoid,61,75.95
6199,52,9,81,box,26,345.03
6200,62,38,93,ellipsoid,59,433.91
6201,40,10,8,ellipsoid,56,6.8
6202,31,66,45,ellipsoid,25,333.53
6203,56,58,46,cylinder,1,1428.9
6204,48,25,98,cylinder,21,897.48
6205,64,84,43,cylinder,26,1652.54
6206,96,26,78,ellipsoid,52,451.38
6207,47,67,25,cylinder,77,174.91
6208,61,99,39,box,25,2172.68
6209,36,14,28,ellipsoid,40,40.89
6210,59,73,71,box,73,1015.55
6211,42,81,76,ellipsoid,7,1161.43
6212,69,79,30,ellipsoid,52,379.14
6213,92,78,9,box,11,707
6214,74,94,94,box,83,1367.22
6215,39,9,10,cylinder,11,30.17
6216,21,59,57,box,86,121.61
6217,81,46,21,box,80,192.48
6218,20,2,96,box,84,7.55
6219,97,64,58,ellipsoid,21,1373.95
6220,53,58,90,box,94,204.17
6221,64,3,50,ellipsoid,75,11.59
6222,33,78,59,box,74,485.66
6223,26,82,34,box,36,570.62
6224,56,98,77,box,99,51.97
6225,42,12,13,ellipsoid,7,29.43
6226,60,18,62,ellipsoid,1,320.19
6227,37,82,96,box,88,429.9
6228,76,87,74,box,2,5897.87
6229,16,76,18,box,35,174.99
6230,41,49,68,cylinder,78,290.33
6231,40,37,79,ellipsoid,37,355.79
6232,46,82,91,box,25,3166.49
6233,29,5,86,cylinder,61,46.98
6234,11,18,28,box,4,65.46
6235,39,35,23,ellipsoid,61,59.14
6236,98,2,6,ellipsoid,94,0.34
6237,83,99,35,box,67,1167.34
6238,55,83,84,box,75,1179.13
6239,4,28,45,ellipsoid,87,3.16
6240,1,42,56,cylinder,60,9.08
6241,37,58,73,ellipsoid,87,98.36
6242,75,79,29,cylinder,71,481.37
6243,45,54,18,box,55,242.1
6244,13,79,77,ellipsoid,51,187.16
6245,48,13,21,box,33,107.99
6246,16,55,47,box,94,30.52
6247,34,88,70,cylinder,100,0
6248,67,76,81,ellipsoid,2,1952.38
6249,83,76,15,ellipsoid,78,100.54
6250,81,27,9,box,49,123.47
6251,24,14,23,box,75,23.76
6252,34,72,30,box,83,153.56
6253,1,21,43,ellipsoid,76,1.04
6254,81,13,41,ellipsoid,25,156.4
6255,61,76,58,box,30,2315.12
6256,77,29,47,cylinder,6,953.03
6257,97,37,17,box,35,487.79
6258,57,65,2,cylinder,65,25.05
6259,56,69,67,cylinder,74,650.24
6260,58,43,79,box,58,1017.83
6261,31,32,22,box,37,169.11
6262,22,59,60,cylinder,3,729.78
6263,86,57,11,ellipsoid,76,62.5
6264,73,55,72,cylinder,29,1982.76
6265,5,28,9,box,80,3.09
6266,32,75,50,box,18,1210.32
6267,62,70,26,cylinder,81,207.11
6268,93,9,20,ellipsoid,46,43.66
6269,54,75,97,box,66,1642.89
6270,56,16,38,box,15,355.97
6271,93,53,21,box,9,1158.57
6272,44,19,74,box,90,76.09
6273,33,92,82,cylinder,89,264.54
6274,15,33,53,box,88,38.72
6275,99,72,82,ellipsoid,5,2682.07
6276,6,13,80,box,4,73.68
6277,61,66,71,cylinder,49,1408.3
6278,16,26,67,cylinder,66,91.54
6279,52,6,28,box,40,64.47
6280,40,52,27,box,76,165.78
6281,18,33,61,box,96,17.82
6282,37,97,91,cylinder,76,757.21
6283,45,75,10,box,64,149.44
6284,42,85,66,cylinder,46,1229.13
6285,66,84,26,cylinder,72,389.89
6286,89,79,74,box,55,2879.82
6287,47,87,15,cylinder,78,130.35
6288,69,20,16,cylinder,80,42.66
6289,96,90,99,ellipsoid,15,3511.82
6290,84,30,56,cylinder,94,81.79
6291,83,92,84,box,11,7021.66
6292,81,29,38,ellipsoid,40,258.69
6293,34,99,17,box,45,387.1
6294,97,60,86,ellipsoid,6,2272.55
6295,65,2,55,ellipsoid,87,4.48
6296,36,46,35,box,14,613.1
6297,12,53,31,ellipsoid,57,40.94
6298,95,23,13,ellipsoid,54,63.11
6299,14,56,46,cylinder,98,6.96
6300,58,78,35,ellipsoid,7,711.27
6301,75,88,28,ellipsoid,69,276.71
6302,60,23,2,box,6,31.91
6303,13,41,1,cylinder,96,0.2
6304,22,75,27,box,50,273.98
6305,14,51,43,ellipsoid,95,7.41
6306,9,9,64,box,40,38.25
6307,64,62,18,ellipsoid,77,79.34
6308,19,35,65,cylinder,69,129.44
6309,5,41,26,box,72,18.35
6310,51,52,39,box,57,547.03
6311,11,33,70,box,20,250.03
6312,75,11,37,box,78,82.6
6313,46,20,40,ellipsoid,80,35.55
6314,34,1,10,box,4,4.01
6315,84,27,62,cylinder,80,271.68
6316,40,12,93,cylinder,28,310.49
6317,31,97,89,cylinder,28,1861.44
6318,62,10,5,cylinder,79,6.28
6319,97,25,54,cylinder,83,215.05
6320,82,67,52,ellipsoid,20,1103.94
6321,23,88,34,box,73,228.53
6322,5,96,64,box,14,324.95
6323,15,92,19,ellipsoid,66,43.06
6324,57,95,80,ellipsoid,25,1569.33
6325,30,48,41,box,56,319.52
6326,43,66,40,cylinder,25,822.48
6327,4,75,39,ellipsoid,50,28.25
6328,78,82,17,box,68,427.96
6329,35,92,98,ellipsoid,22,1188.88
6330,13,11,98,ellipsoid,91,6.09
6331,32,22,9,ellipsoid,92,2.44
6332,67,16,24,box,6,297.46
6333,5,68,93,box,44,217.79
6334,74,81,75,cylinder,35,2822.84
6335,61,72,40,box,84,345.73
6336,88,51,69,ellipsoid,41,882.5
6337,45,10,41,ellipsoid,16,74.85
6338,19,21,22,box,84,17.27
6339,95,9,31,cylinder,80,51.2
6340,21,44,18,ellipsoid,78,17.67
6341,79,66,61,ellipsoid,51,752.76
6342,94,92,24,ellipsoid,90,100.25
6343,94,21,90,box,30,1529.65
6344,97,58,31,ellipsoid,53,395.93
6345,54,67,86,cylinder,19,2434.7
6346,46,34,97,cylinder,49,747.43
6347,96,16,99,cylinder,36,940.15
6348,48,50,26,ellipsoid,18,247.15
6349,35,67,80,ellipsoid,64,326.21
6350,3,98,19,ellipsoid,93,1.88
6351,60,66,3,box,92,11.68
6352,31,50,44,box,87,109.05
6353,80,16,69,cylinder,59,349.81
6354,68,13,56,ellipsoid,4,229.54
6355,36,31,84,cylinder,39,552.41
6356,31,79,93,box,44,1568.79
6357,56,32,35,ellipsoid,73,81.79
6358,52,7,76,ellipsoid,52,64.13
6359,46,31,61,cylinder,26,621.83
6360,45,29,63,ellipsoid,68,127.07
6361,29,72,26,cylinder,17,435.28
6362,10,69,25,box,34,140.03
6363,65,48,56,box,55,967.07
6364,87,71,95,cylinder,69,1757.34
6365,49,38,54,cylinder,66,330.25
6366,71,99,96,cylinder,56,2868.21
6367,12,17,74,cylinder,19,118.12
6368,94,60,13,ellipsoid,27,258.52
6369,26,3,25,cylinder,64,6.78
6370,32,86,70,ellipsoid,16,781.61
6371,98,24,67,ellipsoid,93,53.28
6372,10,79,6,ellipsoid,23,17.62
6373,27,44,83,box,59,497.25
6374,96,44,85,box,64,1589.82
6375,71,29,65,ellipsoid,21,510.69
6376,87,21,46,cylinder,33,543.95
6377,2,51,56,box,25,52.69
6378,34,42,14,ellipsoid,52,46.35
6379,53,98,2,ellipsoid,82,9.03
6380,33,88,85,cylinder,85,357.68
6381,43,42,94,ellipsoid,97,24.59
6382,33,22,78,ellipsoid,66,92.99
6383,7,50,11,cylinder,44,20.82
6384,76,16,26,cylinder,92,24.43
6385,88,10,60,box,3,629.95
6386,24,53,94,ellipsoid,62,219.46
6387,30,20,2,cylinder,9,10.54
6388,44,74,63,cylinder,13,1724
6389,8,66,57,box,86,51.82
6390,50,91,24,ellipsoid,6,495.81
6391,66,91,7,box,2,506.77
6392,37,60,79,box,62,819.72
6393,56,28,41,ellipsoid,87,40.36
6394,7,14,30,box,94,2.16
6395,44,10,29,ellipsoid,71,17.87
6396,54,31,41,cylinder,44,371.29
6397,99,80,1,ellipsoid,55,17.21
6398,98,53,95,cylinder,6,4480.72
6399,8,39,50,ellipsoid,44,42.19
6400,62,45,48,cylinder,19,1047.91
6401,48,90,74,box,94,235.92
6402,84,32,53,cylinder,18,1128.53
6403,17,96,12,box,36,154.16
6404,73,60,32,box,15,1465.37
6405,42,92,6,ellipsoid,25,83.98
6406,56,12,38,cylinder,51,120.87
6407,9,16,6,ellipsoid,39,2.54
6408,40,13,61,ellipsoid,85,22.98
6409,84,96,26,ellipsoid,98,20.25
6410,55,51,66,cylinder,63,661.71
6411,87,18,8,box,25,115.57
6412,75,2,9,box,84,2.65
6413,8,18,7,box,22,9.67
6414,26,3,30,cylinder,56,9.94
6415,4,81,82,cylinder,43,146.29
6416,60,20,4,cylinder,22,36.16
6417,80,76,73,box,7,5077.08
6418,48,74,19,box,2,813.5
6419,55,88,45,cylinder,98,42.08
6420,93,67,24,box,41,1085.24
6421,76,16,14,cylinder,80,32.89
6422,62,21,17,ellipsoid,11,95.15
6423,14,52,7,ellipsoid,54,11.32
6424,84,22,72,cylinder,2,1259.66
6425,83,69,15,cylinder,54,381.74
6426,3,92,64,cylinder,97,5.11
6427,25,96,57,cylinder,1,1308.32
6428,75,56,71,box,70,1100.35
6429,25,36,83,box,13,799.36
6430,45,98,20,box,91,97.63
6431,75,40,50,cylinder,7,1347.62
6432,73,10,93,box,98,16.7
6433,19,64,54,cylinder,6,596.27
6434,58,34,80,box,35,1261.29
6435,75,71,55,ellipsoid,19,1145.86
6436,33,55,90,cylinder,13,1372.88
6437,31,94,86,cylinder,72,677.86
6438,39,94,70,ellipsoid,2,1214.73
6439,73,24,97,cylinder,29,1165.62
6440,43,37,59,box,69,357.92
6441,90,62,73,cylinder,45,2164.28
6442,70,86,21,box,10,1399.46
6443,10,6,91,box,17,55.74
6444,43,93,47,ellipsoid,79,190.64
6445,34,31,46,box,95,29.81
6446,51,11,92,cylinder,23,383.91
6447,51,99,73,box,27,3309.45
6448,27,45,34,cylinder,44,223.47
6449,55,87,48,box,70,847.51
6450,65,9,45,cylinder,89,27.97
6451,59,5,44,cylinder,82,22.57
6452,11,96,93,box,59,495.26
6453,34,98,52,cylinder,91,150.64
6454,77,56,66,cylinder,94,164.95
6455,65,62,34,ellipsoid,55,297.82
6456,27,5,5,box,55,3.73
6457,47,55,30,cylinder,36,479.46
6458,98,92,22,ellipsoid,72,268.26
6459,63,31,82,cylinder,81,293.94
6460,38,21,66,cylinder,95,25.43
6461,51,80,34,ellipsoid,49,341.72
6462,23,34,82,ellipsoid,87,40.26
6463,74,57,17,cylinder,77,159.32
6464,64,6,24,cylinder,2,87.24
6465,62,42,75,ellipsoid,6,886.73
6466,95,56,95,box,87,808.13
6467,32,32,7,cylinder,37,43.62
6468,66,51,90,cylinder,76,702.36
6469,8,21,38,box,18,64.38
6470,6,13,67,cylinder,47,26.75
6471,27,2,87,cylinder,68,14.52
6472,8,67,17,ellipsoid,51,21.56
6473,55,66,43,cylinder,64,542.84
6474,94,31,27,ellipsoid,55,171.01
6475,68,65,38,ellipsoid,98,16.22
6476,81,49,87,box,6,3992.39
6477,88,56,5,box,18,248.51
6478,21,43,42,ellipsoid,33,122.73
6479,62,34,83,box,94,129.12
6480,67,61,71,cylinder,51,1373.58
6481,28,86,80,box,26,1753.4
6482,33,60,78,cylinder,4,1432.27
6483,13,77,72,cylinder,83,118.36
6484,14,90,49,cylinder,14,512.93
6485,42,44,71,box,65,564.85
6486,94,98,56,cylinder,1,4933.69
6487,44,41,74,ellipsoid,99,6.44
6488,82,23,18,ellipsoid,56,72.14
6489,18,7,36,cylinder,63,16.21
6490,82,11,48,box,95,26.62
6491,15,84,38,ellipsoid,93,16.18
6492,12,1,16,cylinder,41,1.09
6493,77,63,63,cylinder,6,2775.2
6494,27,50,27,cylinder,63,130.28
6495,53,60,50,cylinder,43,875.52
6496,5,8,3,cylinder,7,1.07
6497,74,76,38,box,57,1130.32
6498,46,86,16,cylinder,67,201.78
6499,41,8,35,ellipsoid,47,29.38
6500,93,14,78,ellipsoid,54,225.64
6501,87,8,10,cylinder,8,61.85
6502,26,39,8,cylinder,51,38.39
6503,53,83,31,ellipsoid,9,599.4
6504,56,30,94,ellipsoid,98,15.25
6505,91,50,97,ellipsoid,48,1108.54
6506,36,71,35,box,45,605.19
6507,7,68,14,ellipsoid,100,0
6508,29,62,52,box,50,575
6509,68,61,9,box,27,335.2
6510,45,96,56,box,22,2320.98
6511,32,94,69,box,23,1965.72
6512,93,19,3,box,79,13.69
6513,69,34,69,cylinder,4,1501.21
6514,82,39,83,ellipsoid,93,89.74
6515,47,25,60,box,31,598.33
6516,70,78,71,ellipsoid,56,823.88
6517,68,75,82,ellipsoid,76,484.79
6518,1,7,57,ellipsoid,58,0.8
6519,97,75,56,cylinder,38,2440.1
6520,42,85,42,box,5,1752.04
6521,73,32,88,ellipsoid,44,556.04
6522,5,35,51,box,88,13.17
6523,80,12,99,box,16,981.95
6524,84,98,30,box,82,546.76
6525,42,51,57,ellipsoid,49,300.76
6526,41,38,75,box,29,1020.45
6527,77,94,51,ellipsoid,21,1408.57
6528,2,79,14,cylinder,82,3.84
6529,66,57,15,box,69,215.16
6530,41,86,85,ellipsoid,66,492.2
6531,11,1,84,ellipsoid,86,0.62
6532,82,86,22,box,49,973.21
6533,14,84,8,box,30,81
6534,62,1,79,ellipsoid,70,7.09
6535,84,38,46,box,33,1210.04
6536,29,27,37,cylinder,66,95.15
6537,26,89,33,cylinder,8,678.67
6538,5,47,27,cylinder,76,14.71
6539,44,8,51,box,84,35.32
6540,48,53,1,box,45,17.21
6541,39,77,44,box,96,65
6542,37,52,45,ellipsoid,35,271.82
6543,41,76,31,box,100,0
6544,4,79,6,cylinder,15,15.56
6545,19,36,93,box,23,602.46
6546,8,69,25,cylinder,85,19.99
6547,27,68,67,ellipsoid,34,392.15
6548,4,2,17,ellipsoid,5,0.62
6549,59,96,58,cylinder,62,1205.95
6550,98,31,12,box,26,331.82
6551,21,20,83,cylinder,48,175.11
6552,29,28,87,box,72,243.29
6553,43,96,81,cylinder,94,193.8
6554,84,59,72,box,23,3379.55
6555,25,43,7,box,12,81.45
6556,8,34,46,ellipsoid,35,39.28
6557,96,84,64,cylinder,82,897.42
6558,6,41,60,box,83,30.86
6559,42,79,10,box,27,297.92
6560,75,83,46,ellipsoid,44,774.55
6561,30,73,86,cylinder,65,636.8
6562,63,54,3,ellipsoid,27,35.98
6563,23,92,87,cylinder,86,248.97
6564,85,92,17,cylinder,41,757.7
6565,15,66,14,cylinder,26,99.08
6566,87,56,15,cylinder,90,70.59
6567,13,77,1,box,82,2.21
6568,83,77,91,cylinder,52,2696.78
6569,66,18,61,box,63,329.8
6570,98,47,95,box,5,5113
6571,89,38,65,cylinder,80,424.72
6572,8,33,32,cylinder,66,27.74
6573,14,53,22,box,69,62.24
6574,44,35,22,cylinder,78,72
6575,24,79,69,ellipsoid,85,94.78
6576,22,13,90,cylinder,82,44.75
6577,93,61,68,cylinder,18,3055.83
6578,37,19,54,cylinder,82,66.01
6579,50,15,85,box,29,556.72
6580,69,65,65,box,39,2187.31
6581,4,1,89,ellipsoid,89,0.18
6582,49,90,2,box,38,67.26
6583,47,53,12,cylinder,68,92.4
6584,46,33,70,ellipsoid,34,338.74
6585,10,84,1,cylinder,96,0.32
6586,49,24,72,cylinder,59,335.36
6587,94,54,94,ellipsoid,35,1498.05
6588,62,49,43,box,46,867.67
6589,95,15,81,cylinder,40,669.03
6590,59,44,13,ellipsoid,24,123.88
6591,74,41,75,box,97,83.96
6592,30,90,34,box,89,124.2
6593,27,70,18,cylinder,18,269.49
6594,33,94,35,ellipsoid,2,513.92
6595,58,90,10,cylinder,6,474.01
6596,40,68,13,box,27,317.49
6597,14,92,63,cylinder,28,564.39
6598,49,66,64,box,5,2418.51
6599,50,30,41,cylinder,33,398.05
6600,32,76,16,box,50,239.3
6601,42,22,55,box,7,581.32
6602,15,19,80,box,52,134.61
6603,48,36,40,ellipsoid,12,293.79
6604,35,44,17,box,69,99.82
6605,86,43,33,box,75,375.25
6606,15,46,6,ellipsoid,67,6.59
6607,39,40,94,cylinder,43,807.46
6608,99,34,13,cylinder,74,109.9
6609,94,16,41,cylinder,95,29.78
6610,51,30,50,ellipsoid,36,236.48
6611,8,70,66,cylinder,2,349.9
6612,29,34,30,box,9,331.08
6613,87,9,58,box,36,357.49
6614,33,59,28,cylinder,11,468.71
6615,59,91,50,cylinder,43,1478.2
6616,6,84,64,ellipsoid,66,52.97
6617,2,90,29,ellipsoid,86,3.52
6618,21,21,64,cylinder,33,182.67
6619,8,80,43,cylinder,73,71.78
6620,56,12,59,ellipsoid,32,130.22
6621,39,27,43,cylinder,4,419.91
6622,64,61,78,cylinder,73,794.26
6623,97,96,60,box,93,481.05
6624,35,96,30,cylinder,47,516.09
6625,89,69,72,cylinder,31,2947.24
6626,36,83,32,box,14,1011.42
6627,16,45,54,cylinder,7,349.3
6628,7,18,62,ellipsoid,23,29.05
6629,59,3,92,ellipsoid,78,17.3
6630,38,95,32,ellipsoid,60,223.19
6631,7,81,12,box,97,2.51
6632,98,18,11,ellipsoid,74,24.36
6633,54,65,71,ellipsoid,60,481.49
6634,45,84,12,box,86,78.1
6635,4,8,8,ellipsoid,43,0.7
6636,20,28,75,cylinder,61,158.23
6637,44,68,26,box,94,57.41
6638,4,34,12,box,25,15.05
6639,68,98,82,box,13,5847.54
6640,27,73,7,ellipsoid,28,47.98
6641,92,68,16,cylinder,46,522.16
6642,23,71,32,ellipsoid,11,224.64
6643,80,56,73,box,19,3258.29
6644,94,81,86,cylinder,34,4174.94
6645,79,43,83,box,5,3294.59
6646,21,7,54,ellipsoid,2,37.57
6647,26,11,54,box,54,87.38
6648,46,54,73,box,9,2029.64
6649,77,30,25,cylinder,98,11.15
6650,79,18,59,cylinder,74,210.72
6651,72,57,43,ellipsoid,78,187.52
6652,85,91,68,box,75,1617.38
6653,70,79,12,cylinder,80,128.21
6654,62,35,39,box,33,697.43
6655,35,3,99,ellipsoid,68,16.06
6656,29,25,84,box,39,456.93
6657,61,88,95,cylinder,18,4039.66
6658,53,3,75,cylinder,58,48.38
6659,78,6,66,box,32,258.34
6660,44,13,91,box,94,38.41
6661,9,54,38,box,46,122.66
6662,1,21,63,box,35,10.57
6663,90,71,1,cylinder,45,33.95
6664,98,41,19,box,61,366.21
6665,5,27,79,cylinder,77,23.69
6666,61,35,96,cylinder,77,455.39
6667,65,3,70,box,95,8.39
6668,24,99,45,box,66,447.13
6669,8,40,57,cylinder,53,82.81
6670,71,20,26,ellipsoid,62,67.76
6671,49,6,9,cylinder,84,4.08
6672,55,80,95,box,6,4832.91
6673,54,31,25,ellipsoid,88,24.25
6674,54,3,92,ellipsoid,21,56.87
6675,68,79,81,cylinder,1,4161.51
6676,39,49,64,cylinder,45,649.82
6677,33,66,15,ellipsoid,98,3.15
6678,57,99,53,box,5,3494.73
6679,58,6,56,box,49,122.24
6680,76,73,94,box,12,5644.84
6681,46,91,94,ellipsoid,88,228.07
6682,26,72,23,box,73,142.98
6683,3,41,73,ellipsoid,62,16.48
6684,70,89,49,ellipsoid,94,88.47
6685,61,83,8,cylinder,75,97.82
6686,57,6,4,ellipsoid,49,3.36
6687,51,71,58,box,16,2169.9
6688,52,13,53,cylinder,60,138.44
6689,72,44,64,cylinder,30,1371.06
6690,85,19,67,box,27,971.57
6691,96,42,86,ellipsoid,26,1239.41
6692,5,21,68,cylinder,97,2.06
6693,4,40,46,cylinder,28,51.19
6694,51,94,70,box,50,2063.81
6695,12,5,79,ellipsoid,30,16.02
6696,47,78,82,ellipsoid,24,1103.53
6697,55,85,43,box,1,2447.88
6698,3,19,96,cylinder,84,8.45
6699,51,3,95,cylinder,81,26.67
6700,3,66,47,ellipsoid,47,23.82
6701,39,2,73,ellipsoid,18,22.55
6702,34,2,69,box,72,16.15
6703,10,25,42,ellipsoid,83,8.62
6704,8,59,91,box,38,327.55
6705,10,28,6,ellipsoid,89,0.89
6706,38,36,82,box,70,413.92
6707,17,51,45,cylinder,91,33.92
6708,75,17,57,box,29,634.67
6709,4,99,18,box,14,75.39
6710,45,35,83,box,31,1109.46
6711,21,43,45,ellipsoid,29,139.35
6712,20,80,31,cylinder,30,335.4
6713,2,86,55,box,55,52.36
6714,61,54,10,box,42,234.99
6715,49,72,70,ellipsoid,67,393.64
6716,81,53,16,box,2,827.96
6717,94,35,86,cylinder,58,1147.99
6718,11,84,90,ellipsoid,36,257.07
6719,48,15,45,box,84,63.76
6720,46,40,88,box,15,1692.87
6721,24,62,64,ellipsoid,6,432.39
6722,97,24,71,box,38,1260.48
6723,48,12,89,box,49,321.57
6724,8,68,44,cylinder,92,18.49
6725,41,14,18,cylinder,58,41.92
6726,82,86,48,ellipsoid,54,752.1
6727,95,37,16,cylinder,53,255.35
6728,38,49,18,ellipsoid,97,4.85
6729,92,39,36,ellipsoid,31,430.49
6730,12,3,18,cylinder,48,3.25
6731,55,52,74,cylinder,38,1267.6
6732,21,13,67,ellipsoid,2,86.58
6733,4,35,23,ellipsoid,28,11.19
6734,61,31,91,cylinder,82,299.22
6735,98,16,97,ellipsoid,11,653.84
6736,91,56,71,cylinder,38,2167.07
6737,44,82,97,cylinder,40,2028.54
6738,45,65,32,ellipsoid,47,239.61
6739,65,61,7,ellipsoid,1,132.72
6740,46,79,18,ellipsoid,97,9.47
6741,32,5,13,box,91,2.3
6742,49,77,47,cylinder,98,34.26
6743,65,61,58,ellipsoid,13,966.39
6744,26,60,23,ellipsoid,80,34.66
6745,28,35,47,ellipsoid,50,111.23
6746,73,97,83,cylinder,63,2100.72
6747,80,92,51,ellipsoid,14,1559.23
6748,81,49,11,ellipsoid,36,134.96
6749,50,15,5,cylinder,79,7.6
6750,57,92,7,box,12,397.32
6751,27,87,21,cylinder,91,42.88
6752,77,96,13,box,56,520.07
6753,5,79,95,box,1,456.94
6754,36,6,12,cylinder,42,14.52
6755,99,37,16,ellipsoid,85,42.46
6756,65,97,73,cylinder,90,444.63
6757,50,38,93,cylinder,66,580.37
6758,97,47,99,box,19,4496.71
6759,18,98,91,box,71,572.58
6760,99,12,17,cylinder,66,66.33
6761,46,9,18,cylinder,75,17.99
6762,99,46,21,ellipsoid,62,175.53
6763,17,78,72,ellipsoid,66,156.79
6764,17,7,42,box,83,10.45
6765,69,17,10,ellipsoid,30,39.66
6766,32,25,28,ellipsoid,78,23.8
6767,49,89,31,cylinder,81,248.13
6768,59,29,95,box,48,1039.63
6769,30,13,63,box,96,12.08
6770,72,62,23,ellipsoid,36,317.39
6771,65,88,63,cylinder,12,3063.47
6772,61,26,99,ellipsoid,64,273.02
6773,66,44,88,cylinder,28,1777.48
6774,7,65,95,ellipsoid,29,148.23
6775,87,63,83,ellipsoid,93,153.81
6776,60,82,19,cylinder,38,559.89
6777,40,48,50,cylinder,8,853.2
6778,38,70,48,box,47,832.34
6779,54,39,80,cylinder,65,569.65
6780,32,91,54,cylinder,73,410.15
6781,78,99,31,ellipsoid,53,543.44
6782,88,38,94,cylinder,58,1275.37
6783,33,71,5,box,20,115.27
6784,14,44,32,ellipsoid,37,59.98
6785,97,48,21,cylinder,72,264.47
6786,55,59,23,box,97,27.54
6787,23,30,27,box,9,208.52
6788,8,93,37,box,73,91.42
6789,80,52,22,ellipsoid,45,243.13
6790,51,1,95,ellipsoid,7,21.76
6791,73,16,24,box,33,231.01
6792,79,3,3,box,33,5.85
6793,87,98,94,cylinder,1,7664.84
6794,33,61,69,cylinder,89,147.59
6795,95,16,53,ellipsoid,26,287.94
6796,96,73,54,box,92,372.37
6797,34,14,7,ellipsoid,11,14.32
6798,36,27,75,ellipsoid,86,49.29
6799,7,78,86,box,42,334.98
6800,53,81,53,box,42,1623.19
6801,38,21,93,cylinder,43,408.65
6802,66,86,51,ellipsoid,57,601.23
6803,56,36,66,box,14,1407.46
6804,74,48,56,cylinder,77,441.96
6805,97,31,30,cylinder,6,819.17
6806,34,60,98,ellipsoid,50,482.82
6807,93,73,55,cylinder,20,2885.71
6808,2,49,73,box,74,22.87
6809,44,40,10,cylinder,51,83.31
6810,21,98,43,ellipsoid,35,277.83
6811,78,39,74,cylinder,36,1391.76
6812,24,21,79,box,10,440.76
6813,11,60,22,box,12,157.16
6814,86,63,40,cylinder,7,1947.04
6815,84,31,92,box,28,2121.61
6816,32,32,39,cylinder,5,366.5
6817,77,10,87,box,30,576.78
6818,35,43,21,box,26,287.66
6819,66,47,78,cylinder,7,2173.77
6820,6,11,7,box,19,4.6
6821,74,19,48,ellipsoid,84,52.15
6822,19,22,97,cylinder,91,35.25
6823,73,23,15,box,71,89.83
